City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Chipinge,ZW,-20.1883,32.6236,48.47,62,1,2.71,clear sky
341,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,53.2,42,12,5.23,few clouds
342,Saint-Georges,GD,12.0564,-61.7485,79.43,79,6,11.03,clear sky
343,Mamallapuram,IN,12.6264,80.1722,84.25,76,83,8.79,broken clouds
344,Pundaguitan,PH,6.3711,126.1689,83.01,74,100,6.93,overcast clouds
345,San Clemente,US,33.427,-117.612,89.55,71,29,5.99,scattered clouds
346,Monte Patria,CL,-30.6919,-70.9467,60.44,61,99,1.01,overcast clouds
347,Elko,US,41.0002,-115.5012,92.23,18,58,18.25,broken clouds
348,Wangkui,CN,46.8333,126.5,71.47,90,100,7.83,light rain
349,Gigmoto,PH,13.7796,124.39,82.74,84,100,8.86,moderate rain
350,Rawson,AR,-43.3002,-65.1023,48.76,64,56,8.3,broken clouds
351,Esna,EG,25.2934,32.554,88.21,16,63,8.52,broken clouds
352,Aklavik,CA,68.2191,-135.0107,38.44,96,100,5.17,light rain
353,Hope,US,33.6671,-93.5916,77.07,97,93,7.2,overcast clouds
354,Lircay,PE,-12.9896,-74.7205,48.47,54,5,4.94,clear sky
355,Prince George,CA,53.9166,-122.753,91.26,29,0,3.0,clear sky
356,Dingle,PH,10.9995,122.6711,80.24,85,88,8.72,overcast clouds
357,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,68.18,65,97,3.83,overcast clouds
358,Ferkessedougou,CI,9.6,-5.2,72.34,90,99,3.87,light rain
359,Hinton,CA,53.4001,-117.5857,80.87,44,73,9.93,broken clouds
360,Borzya,RU,50.3833,116.5167,68.04,79,26,8.75,scattered clouds
361,Nola,IT,40.922,14.5329,79.21,79,0,2.51,clear sky
362,Jilib,SO,0.4883,42.7854,69.26,93,45,4.72,scattered clouds
363,Hami,CN,42.8,93.45,84.52,21,81,16.69,broken clouds
364,Limbang,MY,4.75,115.0,78.91,91,100,1.77,overcast clouds
365,Freeport,US,40.6576,-73.5832,83.98,66,100,10.36,overcast clouds
366,Lerwick,GB,60.1545,-1.1494,57.2,89,47,25.95,scattered clouds
367,Coihaique,CL,-45.5752,-72.0662,41.61,75,40,0.0,scattered clouds
368,Ahipara,NZ,-35.1667,173.1667,60.66,66,15,11.36,few clouds
369,Montorio Al Vomano,IT,42.5831,13.6383,77.95,71,2,7.29,clear sky
370,Huarmey,PE,-10.0681,-78.1522,63.21,82,10,8.3,clear sky
371,Grindavik,IS,63.8424,-22.4338,46.87,76,75,16.11,broken clouds
372,Soderhamn,SE,61.3037,17.0592,54.95,67,78,2.48,broken clouds
373,Padang,ID,-0.9492,100.3543,73.45,94,100,3.06,overcast clouds
374,Mount Gambier,AU,-37.8333,140.7667,47.07,64,22,13.47,few clouds
375,Curvelo,BR,-18.7564,-44.4308,67.77,39,7,5.06,clear sky
376,Orotukan,RU,62.2667,151.7,59.41,41,2,2.08,clear sky
377,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,60.64,23,7,3.76,clear sky
378,Lagoa,PT,39.05,-27.9833,72.93,71,0,1.12,clear sky
379,Ternate,ID,0.8,127.4,81.19,74,96,2.26,overcast clouds
380,Coquimbo,CL,-29.9533,-71.3436,55.13,87,100,3.44,overcast clouds
381,Pandan,PH,14.0453,124.1694,83.21,82,100,6.24,overcast clouds
382,Ahome,MX,25.9167,-109.1833,85.95,55,51,8.37,broken clouds
383,Sao Raimundo Nonato,BR,-9.0153,-42.6994,79.61,39,92,5.23,overcast clouds
384,Zhigansk,RU,66.7697,123.3711,69.03,61,35,14.2,scattered clouds
385,Bathsheba,BB,13.2167,-59.5167,80.06,89,75,19.57,broken clouds
386,Seoul,KR,37.5683,126.9778,85.44,58,30,4.61,scattered clouds
387,Yumen,CN,40.2833,97.2,77.94,24,100,8.7,overcast clouds
388,Buchanan,LR,5.8808,-10.0467,74.41,76,100,5.61,overcast clouds
389,Alexandria,EG,31.2156,29.9553,78.87,67,0,7.02,clear sky
390,Nome,US,64.5011,-165.4064,62.67,43,0,10.36,clear sky
391,Nizhniy Odes,RU,63.6445,54.856,61.38,71,98,1.66,overcast clouds
392,Harer,ET,9.3094,42.1258,59.45,87,81,6.13,broken clouds
393,Markdale,CA,44.3168,-80.6497,68.31,62,40,9.95,scattered clouds
394,Pontianak,ID,-0.0333,109.3333,75.18,94,20,3.44,few clouds
395,Mandalgovi,MN,45.7625,106.2708,63.09,56,17,16.62,few clouds
396,Anadyr,RU,64.75,177.4833,51.49,76,8,9.19,clear sky
397,Inuvik,CA,68.3499,-133.7218,45.36,93,100,6.91,mist
398,Sumenep,ID,-7.0167,113.8667,79.74,77,87,11.12,overcast clouds
399,Itajuba,BR,-22.4256,-45.4528,65.59,54,99,1.77,overcast clouds
400,Margate,GB,51.3813,1.3862,64.9,87,15,3.0,few clouds
401,Takestan,IR,36.0696,49.6959,65.01,79,30,9.62,scattered clouds
402,Camana,PE,-16.6228,-72.7111,60.31,82,77,4.65,broken clouds
403,Bol,TD,13.4586,14.7147,74.53,91,100,13.38,moderate rain
404,Grand Gaube,MU,-20.0064,57.6608,68.38,75,65,7.0,broken clouds
405,Praia,CV,14.9215,-23.5087,78.35,78,100,7.47,overcast clouds
406,Edd,ER,13.9297,41.6925,92.14,55,100,3.56,overcast clouds
407,Kyshtovka,RU,56.555,76.6271,55.27,87,7,7.09,clear sky
408,Siedlce,PL,52.1677,22.2901,59.31,75,100,8.01,overcast clouds
409,Bhatkal,IN,13.9667,74.5667,79.79,93,97,7.14,overcast clouds
410,Taoudenni,ML,22.6783,-3.9836,101.52,18,42,9.19,scattered clouds
411,Arman,RU,59.7,150.1667,62.02,64,8,5.1,clear sky
412,Sibu,MY,2.3,111.8167,75.99,97,97,1.23,overcast clouds
413,Najran,SA,17.4924,44.1277,81.7,51,68,6.8,broken clouds
414,Alice Springs,AU,-23.7,133.8833,56.75,35,100,6.91,overcast clouds
415,Manthani,IN,18.65,79.6667,79.9,85,89,1.59,overcast clouds
416,Venice,US,27.0998,-82.4543,91.44,76,21,1.01,few clouds
417,Herveo,CO,5.0833,-75.1667,57.94,96,91,2.59,overcast clouds
418,Gemena,CD,3.25,19.7667,68.16,98,73,1.19,broken clouds
419,Mumford,GH,5.2618,-0.759,73.58,82,98,12.5,overcast clouds
420,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,53,0,17.27,clear sky
421,Beringovskiy,RU,63.05,179.3167,48.92,79,100,4.45,overcast clouds
422,Boysun,UZ,38.2061,67.1986,74.89,26,33,9.1,scattered clouds
423,Karratha,AU,-20.7377,116.8463,70.54,46,24,2.84,few clouds
424,Nhulunbuy,AU,-12.2333,136.7667,77.61,69,100,14.97,overcast clouds
425,Fomboni,KM,-12.28,43.7425,75.54,73,13,4.34,few clouds
426,Vilyuysk,RU,63.7553,121.6247,77.04,62,92,4.32,overcast clouds
427,Benito Juarez,MX,19.385,-99.165,64.94,79,75,8.05,broken clouds
428,Suntar,RU,62.1444,117.6319,69.35,80,20,5.5,few clouds
429,Nyurba,RU,63.2842,118.3319,71.8,67,70,5.59,broken clouds
430,Eyl,SO,7.9803,49.8164,75.79,82,57,22.57,broken clouds
431,Paracatu,BR,-17.2222,-46.8747,68.18,34,24,3.27,few clouds
432,Marsa Matruh,EG,31.3525,27.2453,76.39,76,0,4.83,clear sky
433,Kholodnyy,RU,62.7167,147.95,60.12,37,23,4.85,few clouds
434,Isangel,VU,-19.55,169.2667,78.46,67,100,6.62,light rain
435,Parit Buntar,MY,5.1267,100.4932,78.94,93,92,2.19,overcast clouds
436,Dukat,RU,62.55,155.55,54.63,42,50,3.71,scattered clouds
437,Elat,IL,29.5581,34.9482,83.66,48,6,8.23,clear sky
438,Cabedelo,BR,-6.9811,-34.8339,77.67,89,68,10.63,broken clouds
439,Faanui,PF,-16.4833,-151.75,78.93,71,13,23.87,few clouds
440,Ruteng,ID,-8.6136,120.4721,64.54,65,73,0.83,broken clouds
441,Gwanda,ZW,-20.9333,29.0,51.44,49,0,4.14,clear sky
442,Yerbogachen,RU,61.2767,108.0108,59.31,97,100,6.46,moderate rain
443,Cam Ranh,VN,11.9214,109.1591,80.56,83,40,1.14,scattered clouds
444,Plettenberg Bay,ZA,-34.0527,23.3716,54.1,81,100,8.66,light rain
445,Marrakesh,MA,31.6315,-8.0083,84.27,48,0,4.61,clear sky
446,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,55,75,8.95,light rain
447,Yilan,TW,24.757,121.753,91.02,61,40,3.18,scattered clouds
448,Langenburg,DE,49.2544,9.8458,63.23,91,20,3.44,few clouds
449,Bafia,CM,4.75,11.2333,68.13,99,99,1.43,overcast clouds
450,Kontagora,NG,10.3999,5.4695,70.48,95,63,3.18,broken clouds
451,Barcelos,PT,41.5388,-8.6151,74.84,70,0,5.64,clear sky
452,Nagapattinam,IN,10.7667,79.8333,81.73,76,100,8.19,overcast clouds
453,Balagansk,RU,54.0103,103.0544,57.69,90,100,2.66,overcast clouds
454,Obo,CF,5.3998,26.4869,65.88,91,100,2.89,overcast clouds
455,Moba,CN,33.2288,105.0179,64.65,94,90,3.09,overcast clouds
456,Adrar,MR,20.5022,-10.0711,81.61,55,80,20.4,broken clouds
457,Payson,US,40.0444,-111.7321,87.28,29,0,13.8,clear sky
458,Tecoanapa,MX,16.5167,-98.75,83.07,77,49,6.53,scattered clouds
459,Khani,GE,41.9563,42.9566,62.17,92,62,3.22,broken clouds
460,Alta Floresta,BR,-9.8756,-56.0861,73.6,37,32,3.33,scattered clouds
461,Goderich,CA,43.7501,-81.7165,75.9,67,30,11.14,scattered clouds
462,Rafaela,AR,-31.2503,-61.4867,57.97,30,90,6.6,overcast clouds
463,Amapa,BR,1.0,-52.0,72.52,96,100,4.74,overcast clouds
464,Dourbali,TD,11.8091,15.8632,72.34,83,100,5.86,overcast clouds
465,Ballina,AU,-28.8667,153.5667,59.02,69,43,12.03,scattered clouds
466,Ixtapa,MX,20.7,-105.2,87.03,66,75,8.05,thunderstorm
467,Cherskiy,RU,68.75,161.3,62.29,42,13,16.26,few clouds
468,Nelson,NZ,-41.2833,173.2833,47.28,96,100,4.61,light rain
469,Alenquer,BR,-1.9417,-54.7383,79.39,65,18,2.08,few clouds
470,Sulangan,PH,11.1373,123.7228,83.95,73,100,9.08,light rain
471,Ransang,PH,8.9603,117.5828,82.11,82,98,6.6,overcast clouds
472,Poyarkovo,RU,49.6,128.6833,75.34,78,38,6.31,scattered clouds
473,Pallasovka,RU,50.05,46.8833,71.62,66,8,5.01,clear sky
474,Thanh Hoa,VN,19.8,105.7667,81.25,83,100,1.74,overcast clouds
475,Russell,US,32.3502,-85.1999,89.2,79,0,3.44,clear sky
476,Hulan Ergi,CN,47.2042,123.6333,74.1,82,52,7.54,broken clouds
477,Sarahan,IN,31.5167,77.8,63.23,93,96,0.29,overcast clouds
478,Sivaki,RU,52.6333,126.75,77.43,63,36,2.82,scattered clouds
479,Funehiki,JP,37.4333,140.5833,80.74,73,83,2.66,broken clouds
480,Muzaffarabad,PK,34.37,73.4711,75.56,90,70,2.37,broken clouds
481,Laguna,US,38.421,-121.4238,101.32,37,0,11.5,clear sky
482,Iwanai,JP,42.9744,140.5089,79.9,64,82,3.78,broken clouds
483,Vesoul,FR,47.5833,5.8333,58.01,60,29,2.15,scattered clouds
484,Vresina,CZ,49.8242,18.1257,64.35,99,20,4.61,few clouds
485,Zhatay,RU,62.1594,129.8294,75.06,78,100,7.0,smoke
486,Lata,PT,40.1629,-8.3327,62.2,94,3,2.01,clear sky
487,Myra,IT,45.4358,12.1348,71.69,88,40,1.14,moderate rain
488,Neyshabur,IR,36.2133,58.7958,77.05,35,60,1.14,broken clouds
489,Yicheng,CN,31.3705,119.8703,84.42,78,5,4.76,clear sky
490,Chino Valley,US,34.7575,-112.4538,81.61,73,40,5.75,scattered clouds
491,Meulaboh,ID,4.1363,96.1285,75.88,84,100,2.68,overcast clouds
492,Narsaq,GL,60.9167,-46.05,55.62,80,83,3.22,broken clouds
493,Uarini,BR,-2.99,-65.1083,77.79,76,85,2.86,overcast clouds
494,Beinamar,TD,8.6698,15.3813,69.57,96,100,3.87,overcast clouds
495,Salta,AR,-24.7859,-65.4117,55.58,69,17,1.99,few clouds
496,Itaituba,BR,-4.2761,-55.9836,83.1,57,82,1.86,broken clouds
497,Shenjiamen,CN,29.9576,122.298,82.29,84,88,6.67,overcast clouds
498,Sangmelima,CM,2.9333,11.9833,66.76,99,78,3.38,light rain
499,Shenzhen,CN,22.5455,114.0683,89.15,78,66,1.86,broken clouds
500,Manado,ID,1.487,124.8455,81.37,83,20,3.44,few clouds
501,Rio Gallegos,AR,-51.6226,-69.2181,39.25,60,0,20.71,clear sky
502,Orbetello,IT,42.4408,11.2196,75.96,79,5,4.65,clear sky
503,Envira,BR,-7.3,-70.2167,76.86,74,88,1.77,overcast clouds
504,Carndonagh,IE,55.25,-7.2667,61.41,98,100,7.92,moderate rain
505,Kalino,RU,58.2504,57.6085,53.78,92,18,2.68,few clouds
506,Nara,JP,34.6851,135.8049,87.49,48,92,4.03,overcast clouds
507,Marystown,CA,47.1666,-55.1483,59.86,100,100,1.01,overcast clouds
508,Omboue,GA,-1.5746,9.2618,70.43,91,20,2.46,few clouds
509,Tecpan,GT,14.7623,-90.9947,63.9,89,69,3.8,broken clouds
510,Fenoarivo,MG,-18.933,47.4354,55.47,94,75,5.75,broken clouds
511,Sobolevo,RU,54.4299,31.8996,51.31,89,54,4.43,broken clouds
512,Cacador,BR,-26.7753,-51.015,41.81,98,9,3.47,clear sky
513,Urengoy,RU,65.9667,78.3667,62.76,71,3,6.58,clear sky
514,Juba,SS,4.8517,31.5825,68.18,96,82,3.06,broken clouds
515,Virginia Beach,US,36.8529,-75.978,81.01,88,100,3.44,heavy intensity rain
516,Jumla,NP,29.2747,82.1838,60.39,94,94,0.78,overcast clouds
517,Mutoko,ZW,-17.397,32.2268,46.89,52,0,2.19,clear sky
518,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,67.33,52,41,10.4,scattered clouds
519,Kaupanger,NO,61.1845,7.2404,57.09,87,74,3.27,broken clouds
520,Little Current,CA,45.9793,-81.9248,67.41,76,34,13.13,scattered clouds
521,Hassleholm,SE,56.1591,13.7664,55.76,96,76,4.34,broken clouds
522,Namatanai,PG,-3.6667,152.4333,84.07,59,22,7.07,few clouds
523,Sangar,RU,63.9242,127.4739,74.3,59,63,4.29,broken clouds
524,Swan Hill,AU,-35.3378,143.5544,48.69,57,5,11.74,clear sky
525,Novoanninskiy,RU,50.5287,42.6747,65.55,91,29,8.03,scattered clouds
526,Svetlogorsk,BY,52.6333,29.7333,55.22,89,52,4.68,broken clouds
527,Nikolayevsk-Na-Amure,RU,53.1406,140.73,64.54,99,100,4.12,moderate rain
528,Madras,IN,13.0878,80.2785,84.18,88,20,4.61,mist
529,Blois,FR,47.5833,1.3333,68.38,51,35,2.98,scattered clouds
530,Asfi,MA,32.2994,-9.2372,70.32,88,0,13.76,clear sky
531,Iacu,BR,-12.7672,-40.2117,69.57,82,6,4.16,clear sky
532,Mayo,US,38.8876,-76.5119,80.19,87,75,8.05,broken clouds
533,Ambilobe,MG,-13.2,49.05,65.07,85,5,4.18,clear sky
534,Waingapu,ID,-9.6567,120.2641,77.49,71,96,10.45,overcast clouds
535,El Torno,BO,-17.9919,-63.3824,64.49,34,100,1.45,overcast clouds
536,Mnogovershinnyy,RU,53.9353,139.9242,60.55,99,100,5.86,moderate rain
537,Mingyue,CN,43.1069,128.9217,74.3,89,91,2.1,light rain
538,Komsomolskiy,UZ,40.4272,71.7189,81.32,26,8,9.22,clear sky
539,Ajdabiya,LY,30.7554,20.2263,79.34,65,0,8.7,clear sky
540,Kirn,DE,49.7833,7.45,63.41,82,21,3.71,few clouds
541,Mayumba,GA,-3.432,10.6554,70.36,93,53,1.34,broken clouds
542,Sawtell,AU,-30.3833,153.1,59.18,51,30,13.8,scattered clouds
543,Okha,RU,53.5739,142.9478,62.65,97,100,3.42,light rain
544,Yuanli,TW,24.4397,120.6535,86.22,74,75,9.22,broken clouds
545,Rocha,UY,-34.4833,-54.3333,41.99,86,0,4.61,clear sky
546,Pilar,BR,-9.5972,-35.9567,69.87,95,70,2.19,broken clouds
547,Itarema,BR,-2.9248,-39.9167,78.98,84,33,13.91,scattered clouds
548,Ornskoldsvik,SE,63.2909,18.7153,52.75,100,75,3.44,broken clouds
549,Kangasala,FI,61.4638,24.076,54.99,96,23,7.76,few clouds
550,Kamaishi,JP,39.2667,141.8833,79.83,79,86,6.46,overcast clouds
551,Kultuk,RU,51.7208,103.6956,60.06,82,45,2.35,scattered clouds
552,Egvekinot,RU,66.3167,-179.1667,50.65,53,10,5.99,clear sky
553,Tete,MZ,-16.1564,33.5867,60.58,67,0,1.57,clear sky
554,Panzhihua,CN,26.5851,101.7128,71.98,89,72,1.32,broken clouds
555,Milos,GR,36.75,24.4333,76.75,71,0,18.21,clear sky
556,Guaraniacu,BR,-25.1008,-52.8781,43.12,81,0,3.76,clear sky
557,Port Keats,AU,-14.25,129.55,75.54,35,34,9.1,scattered clouds
558,Mana,GF,5.6592,-53.7767,76.19,86,47,9.71,scattered clouds
559,Atasu,KZ,48.6814,71.6433,62.64,71,12,4.56,few clouds
560,Roald,NO,62.5833,6.1333,58.91,93,100,3.44,overcast clouds
561,Varhaug,NO,58.6147,5.6457,52.9,80,87,7.29,overcast clouds
562,San Jose,US,37.3394,-121.895,84.69,59,20,13.8,few clouds
563,Beba,CU,22.4437,-79.7253,77.27,79,49,14.09,scattered clouds
564,Hervey Bay,AU,-25.2986,152.8535,64.42,66,85,20.47,overcast clouds
565,Samandag,TR,36.0842,35.9771,79.32,67,0,4.59,clear sky
566,Sabinas Hidalgo,MX,26.5,-100.1667,99.75,23,52,22.1,broken clouds
567,Iqaluit,CA,63.7506,-68.5145,47.7,76,100,4.0,overcast clouds
568,Ploemeur,FR,47.7333,-3.4333,66.81,69,0,6.91,clear sky
569,Bhachau,IN,23.2833,70.35,79.66,78,21,12.46,few clouds
570,Mahina,PF,-17.5065,-149.489,82.17,57,40,6.91,scattered clouds
571,Zabol,AF,32.25,67.25,73.51,70,13,17.49,few clouds
572,Cockburn Town,TC,21.4612,-71.1419,81.75,77,99,20.11,overcast clouds
573,Saint-Augustin,CA,51.226,-58.6502,59.18,95,100,9.6,overcast clouds
574,Lazaro Cardenas,MX,17.9583,-102.2,84.31,70,35,6.93,scattered clouds
575,Nouadhibou,MR,20.931,-17.0347,71.38,85,42,10.98,scattered clouds
576,Hai Duong,VN,20.9333,106.3167,84.2,74,98,3.89,overcast clouds
577,Saint-Louis,SN,16.3333,-15.0,82.94,64,88,16.37,overcast clouds
578,Moose Factory,CA,51.2585,-80.6094,63.1,82,89,2.95,overcast clouds
579,Thalgau,AT,47.8333,13.25,63.32,97,75,3.44,light rain
580,Vuktyl,RU,63.8567,57.3094,61.29,68,87,1.9,overcast clouds
581,Tura,IN,25.5198,90.2201,74.01,97,70,4.32,broken clouds
582,Road Town,VG,18.4167,-64.6167,82.49,76,0,20.89,clear sky
583,Zyryanka,RU,65.75,150.85,67.41,33,70,17.18,broken clouds
584,Soyo,AO,-6.1349,12.3689,69.98,90,3,7.16,clear sky
585,Chapais,CA,49.7834,-74.8492,55.06,96,100,6.24,overcast clouds
586,Slave Lake,CA,55.2834,-114.769,78.98,49,52,6.69,broken clouds
587,Kenai,US,60.5544,-151.2583,75.02,38,0,9.22,clear sky
588,La Mira,MX,18.035,-102.3266,84.02,70,38,6.53,scattered clouds
589,Yulara,AU,-25.2406,130.9889,58.24,23,94,6.33,overcast clouds
590,Havelock,US,34.8791,-76.9013,84.97,89,94,8.99,overcast clouds
591,Havre,FR,49.5833,0.3333,63.19,63,0,0.0,clear sky
592,Saurimo,AO,-9.6608,20.3916,58.53,32,18,4.88,few clouds
593,Mazatlan,MX,23.2167,-106.4167,87.76,74,40,11.5,scattered clouds
594,Kousseri,CM,12.0769,15.0306,71.87,86,100,10.65,light rain
595,Leverkusen,DE,51.0333,7.0,66.94,81,39,1.9,scattered clouds
596,Kuching,MY,1.55,110.3333,77.22,94,40,2.3,scattered clouds
597,Piacabucu,BR,-10.4056,-36.4344,73.02,90,16,6.29,few clouds
598,Lagos,NG,6.5833,3.75,74.97,82,87,5.44,overcast clouds
599,Ulaanbaatar,MN,47.9077,106.8832,59.56,75,56,1.28,broken clouds
600,Soc Trang,VN,9.6033,105.98,80.42,86,79,5.21,broken clouds
601,Galeana,MX,24.8333,-100.0667,72.21,49,96,8.21,overcast clouds
602,Alugan,PH,12.2188,125.4808,80.53,84,100,6.06,light rain
603,Constitucion,CL,-35.3333,-72.4167,50.85,77,37,5.75,scattered clouds
604,Oia,PT,40.5426,-8.5386,63.37,85,4,4.27,clear sky
605,Chastyye,RU,57.2888,54.9728,59.61,74,43,3.36,scattered clouds
606,Srednekolymsk,RU,67.45,153.6833,68.05,31,87,10.07,overcast clouds
607,Taybad,IR,34.74,60.7756,81.32,33,98,22.79,overcast clouds
608,Izhma,RU,65.0083,53.9113,63.57,74,71,2.66,broken clouds
609,Uray,RU,60.1247,64.7758,60.69,67,38,5.7,scattered clouds
610,Bocaiuva,BR,-17.1078,-43.815,66.29,40,63,3.11,broken clouds
611,Kununurra,AU,-15.7667,128.7333,67.98,45,12,1.14,few clouds
612,San Carlos,VE,9.6612,-68.5827,74.26,94,64,2.13,broken clouds
613,Champerico,GT,14.3,-91.9167,84.74,79,45,5.88,scattered clouds
614,Thoen,TH,17.6129,99.2161,77.83,89,93,1.25,overcast clouds
615,Sharan,RU,54.8167,54.0,57.29,85,35,3.44,scattered clouds
616,Twin Falls,US,42.3505,-114.6445,95.34,15,0,9.22,clear sky
617,Ladario,BR,-19.0047,-57.6017,61.52,72,29,3.62,scattered clouds
618,Klaksvik,FO,62.2266,-6.589,54.52,98,100,31.32,moderate rain
619,Antsohihy,MG,-14.8796,47.9875,69.03,65,52,4.9,broken clouds
620,Codajas,BR,-3.8367,-62.0569,82.63,49,56,1.99,broken clouds
621,Bonthe,SL,7.5264,-12.505,75.2,72,99,6.82,overcast clouds
622,Mogoytuy,RU,51.2833,114.9167,64.63,85,61,4.79,broken clouds
623,Cortez,US,37.3489,-108.5859,71.94,77,100,6.91,overcast clouds
624,Shimoda,JP,34.6667,138.95,90.1,73,5,7.0,clear sky
625,Petapa,GT,14.5028,-90.5517,76.35,60,40,9.22,scattered clouds
626,Carnot,CF,4.9409,15.8665,67.73,97,97,1.74,light rain
627,Buraydah,SA,26.326,43.975,92.95,17,100,4.43,overcast clouds
628,Mehamn,NO,71.0357,27.8492,49.95,87,9,9.22,clear sky
629,Worland,US,44.0169,-107.9554,92.88,26,0,6.91,clear sky
630,Ciudad Ojeda,VE,10.1964,-71.3082,82.58,69,47,9.22,scattered clouds
631,Aquin,HT,18.2833,-73.4,81.23,74,15,4.59,few clouds
632,North Myrtle Beach,US,33.816,-78.68,89.71,88,0,18.41,clear sky
633,La Peca,PE,-5.6111,-78.435,70.2,78,34,3.71,scattered clouds
634,Ouesso,CG,1.6136,16.0517,70.36,88,85,2.06,overcast clouds
635,Barra Do Garcas,BR,-15.89,-52.2567,72.59,27,62,4.05,broken clouds
636,Hauterive,FR,46.0901,3.4459,63.36,60,65,1.79,broken clouds
637,Hostivice,CZ,50.0816,14.2586,65.26,91,20,11.5,shower rain
638,Port Moresby,PG,-9.4431,147.1797,81.7,70,46,5.95,scattered clouds
639,Zhuhai,CN,22.2769,113.5678,87.85,84,20,4.61,few clouds
640,Cayenne,GF,4.9333,-52.3333,79.09,1,0,1.14,clear sky
641,Sandnessjoen,NO,66.0217,12.6316,57.69,72,46,10.04,scattered clouds
642,Voh,NC,-20.9667,164.7,71.92,80,100,5.82,overcast clouds
643,Killybegs,IE,54.6333,-8.45,61.47,96,100,14.52,overcast clouds
644,Muros,ES,42.7762,-9.0603,69.1,68,1,13.18,clear sky
645,Porto Novo,BJ,6.4965,2.6036,74.68,77,84,7.94,broken clouds
646,Orlik,RU,52.5178,99.825,56.17,62,96,3.06,overcast clouds
647,Bud,US,39.447,-86.1758,78.78,56,66,4.29,broken clouds
648,Roma,US,43.2128,-75.4557,74.52,65,0,6.91,clear sky
649,Zakamensk,RU,50.3741,103.2863,55.9,79,50,2.21,scattered clouds
650,Alekseyevsk,RU,57.8406,108.3492,59.47,86,100,3.24,overcast clouds
651,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,94,100,2.3,mist
652,Lamar,US,33.6668,-95.5836,84.63,74,0,12.66,clear sky
653,Salekhard,RU,66.53,66.6019,62.53,91,71,12.57,broken clouds
654,Bakchar,RU,57.0186,82.0711,57.85,88,52,3.13,broken clouds
655,Tartagal,AR,-22.5164,-63.8013,57.13,47,44,3.4,scattered clouds
656,Trinidad,BO,-14.8333,-64.9,74.5,42,9,7.54,clear sky
657,Xingyi,CN,24.1877,102.817,63.39,89,8,0.49,clear sky
658,Hanting,CN,36.7708,119.2108,80.38,82,95,7.54,overcast clouds
659,Broken Hill,AU,-31.95,141.4333,50.95,55,82,14.67,broken clouds
660,Lewiston,US,44.1003,-70.2148,75.85,76,16,3.22,few clouds
661,Taltal,CL,-25.4,-70.4833,60.01,77,40,5.21,scattered clouds
662,Ilo,PE,-17.6394,-71.3375,58.73,81,50,2.37,scattered clouds
663,Hokitika,NZ,-42.7167,170.9667,49.26,68,100,3.22,light rain
664,Mayya,RU,61.7333,130.2811,74.32,59,100,3.94,overcast clouds
665,Bossangoa,CF,6.4926,17.4552,67.73,98,100,1.57,light rain
666,Hirara,JP,24.8,125.2833,84.76,73,79,4.56,broken clouds
667,Kingisepp,RU,59.3733,28.6134,51.62,90,58,5.68,broken clouds
668,Palmer,US,42.1584,-72.3287,82.0,60,75,10.36,broken clouds
669,Amahai,ID,-3.3333,128.9167,78.15,87,93,0.98,overcast clouds
670,Harper,LR,4.375,-7.7169,74.46,72,42,6.6,scattered clouds
671,Beira,MZ,-19.8436,34.8389,63.73,85,0,2.42,clear sky
